bg.png,MAP touka2.png,
64,
100,25,
   7,   9,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   3,   4,   1,   2,   3,   6,   0,   0,   0,   0,   0,   5,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,
   8,   9,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   6,   0,   0,   0,   0,   0,   5,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,
   7,   9,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   6,   0,   0,   0,   0,   0,   5,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,
   7,   9,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   6,   0,   0,   0,   0,   0,   5,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,
   7,   9,   3,   4,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   6,   0,   0,   0,   0,   0,   5,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,
   8,   9,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  10,   4,   1,   2,   3,   4,   6,   0,   0,   0,   0,   0,   5,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,
   7,   9,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   2,   3,   0,   0,   0,   0,   0,   0,   0,   0,  10,   7,   7,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,
   7,   9,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   7,   8,   0,   0,   0,   0,   0,   0,   0,  10,   7,   7,   7,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,
   8,   9,   1,   2,   3,   4,   1,   2,   3,   4,   1,   2,   3,   4,   1,   2,   7,   7,   1,   2,   3,   4,   1,   2,   3,   4,   1,   2,   3,   4,   1,   2,   3,   4,   1,   2,   3,   4,   1,   2,   3,   4,   1,   2,   3,   4,   1,   2,   3,   4,   1,   2,   3,   4,   1,   2,   3,   4,   1,   2,   3,   4,   1,   2,   3,   4,   1,   2,   3,   4,   1,   2,   3,   4,   1,   2,   3,   4,   1,   2,   3,   4,   1,   2,   3,   4,   1,   2,   3,   4,   1,   2,   3,   4,   1,   2,   3,   4,   1,   2,
   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   7,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,
   8,   9,   6,   7,   8,   9,   6,   7,   7,   9,   6,   7,   8,   9,   6,   7,   7,   7,   6,   7,   7,   9,   6,   7,   8,   9,   6,   7,   8,   9,   6,   7,   7,   9,   6,   7,   8,   9,   6,   7,   8,   9,   6,   7,   7,   9,   6,   7,   8,   9,   6,   7,   8,   9,   6,   7,   7,   9,   6,   7,   8,   9,   6,   7,   8,   9,   6,   7,   7,   9,   6,   7,   8,   9,   6,   7,   7,   9,   6,   7,   8,   9,   6,   7,   8,   9,   6,   7,   7,   9,   6,   7,   8,   9,   6,   7,   8,   9,   6,   7,
   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   7,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,
   7,   9,   6,   7,   8,   9,   6,   7,   7,   9,   6,   7,   8,   9,   6,   7,   7,   7,   6,   7,   7,   9,   6,   7,   8,   9,   6,   7,   8,   9,   6,   7,   7,   9,   6,   7,   8,   9,   6,   7,   8,   9,   6,   7,   7,   9,   6,   7,   8,   9,   6,   7,   8,   9,   6,   7,   7,   9,   6,   7,   8,   9,   6,   7,   8,   9,   6,   7,   7,   9,   6,   7,   8,   9,   6,   7,   7,   9,   6,   7,   8,   9,   6,   7,   8,   9,   6,   7,   7,   9,   6,   7,   8,   9,   6,   7,   8,   9,   6,   7,
   8,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   7,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,
   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   7,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,   7,   9,   6,   7,
